Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Ct,St,country,year
A Flower,6,-,-,-,-,-,-,-,-,-,-,-,0,1,Zimbabwe,1996
GW Flower,6,3,11.0,1,54,0,-,-,4.90,-,0,0,3,0,Zimbabwe,1996
LK Germon,6,-,-,-,-,-,-,-,-,-,-,-,2,1,NewZealand,1996
OD Gibson,3,3,19.4,1,90,1,1/27,90.00,4.57,118.0,0,0,1,0,WestIndies,1996
D Gough,6,6,51.0,4,238,4,2/48,59.50,4.66,76.5,0,0,1,0,England,1996
EL Gouka,3,2,3.4,0,51,1,1/32,51.00,13.90,22.0,0,0,0,0,Netherlands,1996
AP Gurusinha,6,-,-,-,-,-,-,-,-,-,-,-,1,0,SriLanka,1996
RA Harper,6,6,58.0,6,219,12,4/47,18.25,3.77,29.0,1,0,3,0,WestIndies,1996
CZ Harris,4,4,33.0,1,135,5,3/24,27.00,4.09,39.6,0,0,1,0,NewZealand,1996
IA Healy,7,-,-,-,-,-,-,-,-,-,-,-,9,3,Australia,1996
GA Hick,5,4,20.0,0,119,3,2/45,39.66,5.95,40.0,0,0,1,0,England,1996
RIC Holder,2,-,-,-,-,-,-,-,-,-,-,-,0,0,WestIndies,1996
AC Hudson,4,-,-,-,-,-,-,-,-,-,-,-,2,0,SouthAfrica,1996
Ijaz Ahmed,6,1,4.0,0,21,0,-,-,5.25,-,0,0,2,0,Pakistan,1996
RK Illingworth,4,4,40.0,4,174,4,1/25,43.50,4.35,60.0,0,0,0,0,England,1996
Imtiaz Abbasi,5,-,-,-,-,-,-,-,-,-,-,-,2,2,UnitedArabEmirates,1996
Inzamam-ul-Haq,6,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan,1996
IT Iqbal,3,-,-,-,-,-,-,-,-,-,-,-,2,0,Kenya,1996
A Jadeja,7,3,17.0,0,82,2,2/32,41.00,4.82,51.0,0,0,2,0,India,1996
F Jansen,2,2,9.0,0,62,1,1/40,62.00,6.88,54.0,0,0,1,0,Netherlands,1996
Javed Miandad,5,-,-,-,-,-,-,-,-,-,-,-,3,0,Pakistan,1996
ST Jayasuriya,6,6,51.0,1,231,7,3/12,33.00,4.52,43.7,0,0,5,0,SriLanka,1996
JH Kallis,5,2,13.0,1,57,0,-,-,4.38,-,0,0,1,0,SouthAfrica,1996
RS Kaluwitharana,6,-,-,-,-,-,-,-,-,-,-,-,2,3,SriLanka,1996
VG Kambli,7,-,-,-,-,-,-,-,-,-,-,-,1,0,India,1996
AR Kapoor,2,2,20.0,2,81,1,1/41,81.00,4.05,120.0,0,0,0,0,India,1996
AY Karim,6,5,48.0,4,171,4,1/19,42.75,3.56,72.0,0,0,0,0,Kenya,1996
RJ Kennedy,3,3,21.0,2,88,4,2/36,22.00,4.19,31.5,0,0,1,0,NewZealand,1996
G Kirsten,6,1,3.0,1,9,0,-,-,3.00,-,0,0,2,0,SouthAfrica,1996
A Kumble,7,7,69.4,3,281,15,3/28,18.73,4.03,27.8,0,0,8,0,India,1996
BC Lara,6,-,-,-,-,-,-,-,-,-,-,-,2,0,WestIndies,1996
GR Larsen,2,2,18.0,2,74,3,2/33,24.66,4.11,36.0,0,0,1,0,NewZealand,1996
SG Law,7,2,5.0,0,23,0,-,-,4.60,-,0,0,0,0,Australia,1996
S Lee,2,2,7.0,2,31,0,-,-,4.42,-,0,0,1,0,Australia,1996
RP Lefebvre,4,4,35.0,2,132,3,1/20,44.00,3.77,70.0,0,0,1,0,Netherlands,1996
ACI Lock,6,5,32.0,3,141,3,2/57,47.00,4.40,64.0,0,0,0,0,Zimbabwe,1996
SW Lubbers,4,4,36.0,0,187,5,3/48,37.40,5.19,43.2,0,0,1,0,Netherlands,1996
CJ McDermott,1,1,3.0,0,12,1,1/12,12.00,4.00,18.0,0,0,0,0,Australia,1996
GD McGrath,7,7,62.2,10,258,6,2/30,43.00,4.13,62.3,0,0,1,0,Australia,1996
BM McMillan,6,6,43.0,5,127,6,3/11,21.16,2.95,43.0,0,0,4,0,SouthAfrica,1996
RS Mahanama,6,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka,1996
SV Manjrekar,5,-,-,-,-,-,-,-,-,-,-,-,2,0,India,1996
PJ Martin,5,5,44.0,2,198,6,3/33,33.00,4.50,44.0,0,0,0,0,England,1996
CR Matthews,6,6,59.3,2,226,7,2/30,32.28,3.79,51.0,0,0,1,0,SouthAfrica,1996
Mazhar Hussain,5,2,8.0,0,60,0,-,-,7.50,-,0,0,1,0,UnitedArabEmirates,1996
V Mehra,4,-,-,-,-,-,-,-,-,-,-,-,1,0,UnitedArabEmirates,1996
HS Modi,6,-,-,-,-,-,-,-,-,-,-,-,3,0,Kenya,1996
Mohammad Aslam,4,-,-,-,-,-,-,-,-,-,-,-,0,0,UnitedArabEmirates,1996
Mohammad Ishaq,3,-,-,-,-,-,-,-,-,-,-,-,1,0,UnitedArabEmirates,1996
NR Mongia,7,-,-,-,-,-,-,-,-,-,-,-,4,3,India,1996
DK Morrison,5,5,29.0,1,147,3,1/37,49.00,5.06,58.0,0,0,1,0,NewZealand,1996
M Muralitharan,6,6,57.1,3,216,7,2/37,30.85,3.77,49.0,0,0,2,0,SriLanka,1996
Mushtaq Ahmed,6,6,57.0,2,238,10,3/16,23.80,4.17,34.2,0,0,3,0,Pakistan,1996
G Mylvaganam,3,-,-,-,-,-,-,-,-,-,-,-,1,0,UnitedArabEmirates,1996
DJ Nash,4,4,35.0,4,153,6,3/26,25.50,4.37,35.0,0,0,0,0,NewZealand,1996
TM Odoyo,5,5,19.0,0,112,0,-,-,5.89,-,0,0,0,0,Kenya,1996
EO Odumbe,6,5,16.5,0,95,4,2/8,23.75,5.64,25.2,0,0,3,0,Kenya,1996
MO Odumbe,6,5,42.5,6,187,6,3/15,31.16,4.36,42.8,0,0,1,0,Kenya,1996
LN Onyango,1,1,4.0,0,31,0,-,-,7.75,-,0,0,1,0,Kenya,1996
KO Otieno,6,-,-,-,-,-,-,-,-,-,-,-,1,0,Kenya,1996
SJ Palframan,6,-,-,-,-,-,-,-,-,-,-,-,8,0,SouthAfrica,1996
AC Parore,5,-,-,-,-,-,-,-,-,-,-,-,1,0,NewZealand,1996
DN Patel,2,2,18.0,0,88,1,1/45,88.00,4.88,108.0,0,0,0,0,NewZealand,1996
SG Peall,5,4,23.0,1,101,1,1/23,101.00,4.39,138.0,0,0,1,0,Zimbabwe,1996
SM Pollock,6,6,53.0,4,219,6,2/16,36.50,4.13,53.0,0,0,2,0,SouthAfrica,1996
RT Ponting,7,-,-,-,-,-,-,-,-,-,-,-,1,0,Australia,1996
M Prabhakar,4,4,29.0,1,160,3,3/39,53.33,5.51,58.0,0,0,2,0,India,1996
BKV Prasad,7,7,65.0,1,312,8,3/45,39.00,4.80,48.7,0,0,1,0,India,1996
KR Pushpakumara,2,2,15.0,0,99,1,1/53,99.00,6.60,90.0,0,0,0,0,SriLanka,1996
SLV Raju,4,4,40.0,4,158,8,3/30,19.75,3.95,30.0,0,0,1,0,India,1996
Ramiz Raja,1,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan,1996
A Ranatunga,6,3,11.0,0,68,2,2/31,34.00,6.18,33.0,0,0,1,0,SriLanka,1996
Rashid Latif,6,-,-,-,-,-,-,-,-,-,-,-,7,2,Pakistan,1996
DA Reeve,2,2,10.4,1,51,1,1/14,51.00,4.78,64.0,0,0,0,0,England,1996
PR Reiffel,5,5,36.0,3,163,5,2/18,32.60,4.52,43.2,0,0,3,0,Australia,1996
JN Rhodes,4,-,-,-,-,-,-,-,-,-,-,-,1,0,SouthAfrica,1996
RB Richardson,6,-,-,-,-,-,-,-,-,-,-,-,1,0,WestIndies,1996
RC Russell,6,-,-,-,-,-,-,-,-,-,-,-,7,1,England,1996
Saeed-al-Saffar,1,1,3.0,0,25,0,-,-,8.33,-,0,0,1,0,UnitedArabEmirates,1996
Saeed Anwar,6,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan,1996
Saleem Malik,6,5,21.0,1,107,3,2/41,35.66,5.09,42.0,0,0,1,0,Pakistan,1996
Saleem Raza,4,4,22.0,1,108,1,1/48,108.00,4.90,132.0,0,0,0,0,UnitedArabEmirates,1996
JA Samarasekera,5,5,34.0,4,157,3,1/17,52.33,4.61,68.0,0,0,0,0,UnitedArabEmirates,1996
Saqlain Mushtaq,1,1,10.0,1,38,2,2/38,19.00,3.80,30.0,0,0,1,0,Pakistan,1996
MMC Schewe,5,-,-,-,-,-,-,-,-,-,-,-,2,1,Netherlands,1996
Shehzad Altaf,2,2,13.0,3,37,1,1/15,37.00,2.84,78.0,0,0,0,0,UnitedArabEmirates,1996
NS Sidhu,5,-,-,-,-,-,-,-,-,-,-,-,0,0,India,1996
NMK Smith,3,3,25.3,2,96,4,3/29,24.00,3.76,38.2,0,0,1,0,England,1996
RA Smith,2,-,-,-,-,-,-,-,-,-,-,-,1,0,England,1996
CM Spearman,6,-,-,-,-,-,-,-,-,-,-,-,1,0,NewZealand,1996
J Srinath,7,7,65.4,3,293,8,3/34,36.62,4.46,49.2,0,0,3,0,India,1996
AJ Stewart,5,-,-,-,-,-,-,-,-,-,-,-,0,0,England,1996
BC Strang,4,3,18.0,1,66,3,2/24,22.00,3.66,36.0,0,0,2,0,Zimbabwe,1996
PA Strang,6,5,42.1,4,192,12,5/21,16.00,4.55,21.0,1,1,1,0,Zimbabwe,1996
HH Streak,6,5,44.0,8,175,4,3/60,43.75,3.97,66.0,0,0,1,0,Zimbabwe,1996
MA Suji,6,6,45.2,4,224,4,2/55,56.00,4.94,68.0,0,0,3,0,Kenya,1996
PL Symcox,4,4,40.0,2,149,6,2/22,24.83,3.72,40.0,0,0,0,0,SouthAfrica,1996
MA Taylor,7,-,-,-,-,-,-,-,-,-,-,-,1,0,Australia,1996
SR Tendulkar,7,5,36.0,1,149,2,2/34,74.50,4.13,108.0,0,0,2,0,India,1996
SA Thomson,5,5,42.3,2,197,5,3/20,39.40,4.63,51.0,0,0,3,0,NewZealand,1996
GP Thorpe,6,2,8.0,0,45,0,-,-,5.62,-,0,0,5,0,England,1996
LO Tikolo,3,3,8.0,0,55,0,-,-,6.87,-,0,0,2,0,Kenya,1996
SO Tikolo,6,4,10.0,0,83,1,1/26,83.00,8.30,60.0,0,0,3,0,Kenya,1996
HP Tillakaratne,6,1,1.0,0,4,0,-,-,4.00,-,0,0,0,0,SriLanka,1996
RG Twose,6,3,13.0,0,77,0,-,-,5.92,-,0,0,1,0,NewZealand,1996
WPUJC Vaas,6,6,49.0,6,193,6,2/30,32.16,3.93,49.0,0,0,0,0,SriLanka,1996
KJJ van Noortwijk,5,-,-,-,-,-,-,-,-,-,-,-,0,0,Netherlands,1996
RF van Oosterom,2,-,-,-,-,-,-,-,-,-,-,-,1,0,Netherlands,1996
AC Waller,6,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe,1996
CA Walsh,6,6,55.3,9,210,7,3/46,30.00,3.78,47.5,0,0,2,0,WestIndies,1996
Waqar Younis,6,6,54.0,5,253,13,4/26,19.46,4.68,24.9,1,0,2,0,Pakistan,1996
SK Warne,7,7,68.3,3,263,12,4/34,21.91,3.83,34.2,2,0,1,0,Australia,1996
Wasim Akram,5,4,33.2,3,135,3,2/25,45.00,4.05,66.6,0,0,1,0,Pakistan,1996
ME Waugh,7,7,48.0,1,229,5,3/38,45.80,4.77,57.6,0,0,1,0,Australia,1996
SR Waugh,7,6,31.0,2,157,5,2/22,31.40,5.06,37.2,0,0,3,0,Australia,1996
C White,2,2,6.3,1,23,0,-,-,3.53,-,0,0,0,0,England,1996
GJ Whittall,6,5,14.0,0,79,0,-,-,5.64,-,0,0,0,0,Zimbabwe,1996
GP Wickramasinghe,4,4,27.0,0,141,0,-,-,5.22,-,0,0,0,0,SriLanka,1996
Sultan Zarawani,5,5,37.0,0,209,4,2/49,52.25,5.64,55.5,0,0,1,0,UnitedArabEmirates,1996
B Zuiderent,5,-,-,-,-,-,-,-,-,-,-,-,4,0,Netherlands,1996
Abdul Razzaq,9,9,77.0,5,302,13,3/25,23.23,3.92,35.5,0,0,1,0,Pakistan,1999
JC Adams,5,1,8.0,0,57,0,-,-,7.12,-,0,0,1,0,WestIndies,1999
AB Agarkar,3,3,28.0,0,162,3,1/35,54.00,5.78,56.0,0,0,1,0,India,1999
Akram Khan,5,-,-,-,-,-,-,-,-,-,-,-,0,0,Bangladesh,1999
MJD Allingham,3,-,-,-,-,-,-,-,-,-,-,-,1,0,Scotland,1999
GI Allott,9,9,87.4,7,325,20,4/37,16.25,3.70,26.3,2,0,1,0,NewZealand,1999
CEL Ambrose,4,4,40.0,5,94,7,3/31,13.42,2.35,34.2,0,0,0,0,WestIndies,1999
Aminul Islam,5,-,-,-,-,-,-,-,-,-,-,-,2,0,Bangladesh,1999
JO Angara,3,3,25.0,1,150,3,2/50,50.00,6.00,50.0,0,0,0,0,Kenya,1999
KLT Arthurton,1,1,1.0,0,10,0,-,-,10.00,-,0,0,0,0,WestIndies,1999
Asim Butt,5,5,37.0,6,148,4,2/24,37.00,4.00,55.5,0,0,0,0,Scotland,1999
NJ Astle,9,7,44.3,1,205,5,1/16,41.00,4.60,53.4,0,0,6,0,NewZealand,1999
MS Atapattu,5,-,-,-,-,-,-,-,-,-,-,-,1,0,SriLanka,1999
ID Austin,2,2,18.4,1,66,3,2/25,22.00,3.53,37.3,0,0,0,0,England,1999
M Azharuddin,8,-,-,-,-,-,-,-,-,-,-,-,5,0,India,1999
Azhar Mahmood,10,10,84.0,4,349,13,3/24,26.84,4.15,38.7,0,0,1,0,Pakistan,1999
MG Bevan,10,4,18.0,1,81,1,1/26,81.00,4.50,108.0,0,0,2,0,Australia,1999
JAR Blain,5,5,37.1,1,210,10,4/37,21.00,5.65,22.3,1,0,1,0,Scotland,1999
N Boje,2,2,8.0,0,60,0,-,-,7.50,-,0,0,2,0,SouthAfrica,1999
MV Boucher,9,-,-,-,-,-,-,-,-,-,-,-,11,0,SouthAfrica,1999
EA Brandes,2,2,11.0,0,55,0,-,-,5.00,-,0,0,1,0,Zimbabwe,1999
JE Brinkley,5,3,28.0,0,117,2,1/29,58.50,4.17,84.0,0,0,1,0,Scotland,1999
HR Bryan,2,2,15.2,0,59,3,2/29,19.66,3.84,30.6,0,0,1,0,WestIndies,1999
CE Bulfin,1,1,6.0,0,31,0,-,-,5.16,-,0,0,0,0,NewZealand,1999
CL Cairns,9,9,69.5,4,333,12,3/19,27.75,4.76,34.9,0,0,2,0,NewZealand,1999
ADR Campbell,8,-,-,-,-,-,-,-,-,-,-,-,4,0,Zimbabwe,1999
SL Campbell,5,-,-,-,-,-,-,-,-,-,-,-,2,0,WestIndies,1999
SV Carlisle,6,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe,1999
UDU Chandana,2,2,8.0,0,39,0,-,-,4.87,-,0,0,0,0,SriLanka,1999
S Chanderpaul,5,-,-,-,-,-,-,-,-,-,-,-,2,0,WestIndies,1999
N Chopra,1,1,10.0,2,33,1,1/33,33.00,3.30,60.0,0,0,0,0,India,1999
DN Chudasama,1,-,-,-,-,-,-,-,-,-,-,-,1,0,Kenya,1999
RDB Croft,2,2,12.0,1,45,1,1/32,45.00,3.75,72.0,0,0,0,0,England,1999
WJ Cronje,9,7,32.0,0,157,4,2/37,39.25,4.90,48.0,0,0,4,0,SouthAfrica,1999
DJ Cullinan,9,-,-,-,-,-,-,-,-,-,-,-,8,0,SouthAfrica,1999
AC Dale,2,2,15.0,3,53,1,1/18,53.00,3.53,90.0,0,0,2,0,Australia,1999
AG Davies,5,-,-,-,-,-,-,-,-,-,-,-,2,1,Scotland,1999
PA de Silva,5,4,17.0,0,85,0,-,-,5.00,-,0,0,1,0,SriLanka,1999
M Dillon,4,4,36.5,2,140,8,4/46,17.50,3.80,27.6,1,0,0,0,WestIndies,1999
AA Donald,9,9,82.0,7,325,16,4/17,20.31,3.96,30.7,2,0,2,0,SouthAfrica,1999
R Dravid,8,-,-,-,-,-,-,-,-,-,-,-,2,0,India,1999
NR Dyer,5,3,26.0,2,117,5,2/26,23.40,4.50,31.2,0,0,2,0,Scotland,1999
MA Ealham,5,5,50.0,5,191,10,2/28,19.10,3.82,30.0,0,0,1,0,England,1999
S Elworthy,8,8,72.0,9,262,10,2/20,26.20,3.63,43.2,0,0,0,0,SouthAfrica,1999
Enamul Haque,4,4,23.2,1,115,3,2/40,38.33,4.92,46.6,0,0,0,0,Bangladesh,1999
NH Fairbrother,5,-,-,-,-,-,-,-,-,-,-,-,0,0,England,1999
Faruk Ahmed,2,-,-,-,-,-,-,-,-,-,-,-,1,0,Bangladesh,1999
DW Fleming,10,10,88.0,9,362,14,3/57,25.85,4.11,37.7,0,0,3,0,Australia,1999
SP Fleming,9,-,-,-,-,-,-,-,-,-,-,-,3,0,NewZealand,1999
A Flintoff,5,4,18.0,0,96,2,1/28,48.00,5.33,54.0,0,0,0,0,England,1999
A Flower,8,-,-,-,-,-,-,-,-,-,-,-,5,1,Zimbabwe,1999
GW Flower,8,5,19.0,0,83,1,1/33,83.00,4.36,114.0,0,0,2,0,Zimbabwe,1999
ARC Fraser,3,3,30.0,2,111,1,1/27,111.00,3.70,180.0,0,0,3,0,England,1999
SC Ganguly,7,7,38.0,0,195,6,3/27,32.50,5.13,38.0,0,0,0,0,India,1999
HH Gibbs,9,-,-,-,-,-,-,-,-,-,-,-,2,0,SouthAfrica,1999
AC Gilchrist,10,-,-,-,-,-,-,-,-,-,-,-,12,2,Australia,1999
MW Goodwin,8,-,-,-,-,-,-,-,-,-,-,-,4,0,Zimbabwe,1999
D Gough,5,5,48.4,4,192,11,4/34,17.45,3.94,26.5,1,0,1,0,England,1999
SK Gupta,2,-,-,-,-,-,-,-,-,-,-,-,0,0,Kenya,1999
GM Hamilton,5,5,35.4,4,149,3,2/36,49.66,4.17,71.3,0,0,1,0,Scotland,1999
CZ Harris,9,9,54.1,2,255,9,4/7,28.33,4.70,36.1,1,0,2,0,NewZealand,1999
MN Hart,1,-,-,-,-,-,-,-,-,-,-,-,0,0,NewZealand,1999
Hasibul Hossain,4,4,29.0,4,111,3,2/26,37.00,3.82,58.0,0,0,2,0,Bangladesh,1999
GA Hick,5,1,3.0,0,19,0,-,-,6.33,-,0,0,6,0,England,1999
AJ Hollioake,3,3,18.0,0,90,1,1/21,90.00,5.00,108.0,0,0,0,0,England,1999
MJ Horne,8,-,-,-,-,-,-,-,-,-,-,-,1,0,NewZealand,1999
AG Huckle,3,2,20.0,1,78,1,1/43,78.00,3.90,120.0,0,0,1,0,Zimbabwe,1999
N Hussain,5,-,-,-,-,-,-,-,-,-,-,-,2,0,England,1999
Ijaz Ahmed,9,-,-,-,-,-,-,-,-,-,-,-,4,0,Pakistan,1999
Inzamam-ul-Haq,10,-,-,-,-,-,-,-,-,-,-,-,6,0,Pakistan,1999
RD Jacobs,5,-,-,-,-,-,-,-,-,-,-,-,14,0,WestIndies,1999
A Jadeja,8,1,4.0,0,22,1,1/22,22.00,5.50,24.0,0,0,1,0,India,1999
ST Jayasuriya,5,5,30.5,2,168,3,1/28,56.00,5.44,61.6,0,0,1,0,SriLanka,1999
DPMD Jayawardene,4,4,24.0,0,131,2,2/56,65.50,5.45,72.0,0,0,0,0,SriLanka,1999
NC Johnson,8,7,50.0,4,233,12,4/42,19.41,4.66,25.0,1,0,1,0,Zimbabwe,1999
BP Julian,2,2,17.0,2,80,0,-,-,4.70,-,0,0,0,0,Australia,1999
JH Kallis,8,8,66.0,5,260,8,3/26,32.50,3.93,49.5,0,0,1,0,SouthAfrica,1999
RS Kaluwitharana,5,-,-,-,-,-,-,-,-,-,-,-,6,1,SriLanka,1999
JK Kamande,2,2,18.0,0,89,1,1/51,89.00,4.94,108.0,0,0,0,0,Kenya,1999
AY Karim,5,5,35.0,0,199,1,1/30,199.00,5.68,210.0,0,0,1,0,Kenya,1999
Khaled Mahmud,5,5,36.5,6,145,6,3/31,24.16,3.93,36.8,0,0,0,0,Bangladesh,1999
Khaled Mashud,5,-,-,-,-,-,-,-,-,-,-,-,2,2,Bangladesh,1999
RD King,4,4,31.3,4,95,8,3/30,11.87,3.01,23.6,0,0,0,0,WestIndies,1999
G Kirsten,9,-,-,-,-,-,-,-,-,-,-,-,5,0,SouthAfrica,1999
L Klusener,9,9,75.5,5,350,17,5/21,20.58,4.61,26.7,0,1,1,0,SouthAfrica,1999
A Kumble,7,7,67.2,1,282,8,2/30,35.25,4.18,50.5,0,0,5,0,India,1999
BC Lara,5,-,-,-,-,-,-,-,-,-,-,-,5,0,WestIndies,1999
GR Larsen,8,8,76.0,3,263,6,3/19,43.83,3.46,76.0,0,0,1,0,NewZealand,1999
S Lee,2,2,12.0,1,49,1,1/25,49.00,4.08,72.0,0,0,0,0,Australia,1999
DS Lehmann,9,1,2.0,0,17,0,-,-,8.50,-,0,0,0,0,Australia,1999
GD McGrath,10,10,95.4,9,367,18,5/14,20.38,3.83,31.8,0,1,0,0,Australia,1999
CD McMillan,9,1,2.0,0,19,0,-,-,9.50,-,0,0,3,0,NewZealand,1999
RS Mahanama,5,-,-,-,-,-,-,-,-,-,-,-,1,0,SriLanka,1999
Manjural Islam,4,4,27.0,4,94,3,2/33,31.33,3.48,54.0,0,0,2,0,Bangladesh,1999
DR Martyn,2,1,2.0,0,25,0,-,-,12.50,-,0,0,0,0,Australia,1999
M Mbangwa,3,3,23.0,1,93,2,2/28,46.50,4.04,69.0,0,0,0,0,Zimbabwe,1999
Mehrab Hossain,5,-,-,-,-,-,-,-,-,-,-,-,2,0,Bangladesh,1999
Minhajul Abedin,4,4,20.0,2,107,4,1/12,26.75,5.35,30.0,0,0,0,0,Bangladesh,1999
HS Modi,3,-,-,-,-,-,-,-,-,-,-,-,1,0,Kenya,1999
Mohammad Rafique,2,2,11.0,0,50,2,1/22,25.00,4.54,33.0,0,0,0,0,Bangladesh,1999
DS Mohanty,6,6,52.0,2,260,10,4/56,26.00,5.00,31.2,1,0,1,0,India,1999
Moin Khan,10,-,-,-,-,-,-,-,-,-,-,-,12,4,Pakistan,1999
NR Mongia,7,-,-,-,-,-,-,-,-,-,-,-,8,1,India,1999
TM Moody,7,7,51.0,5,220,7,3/25,31.42,4.31,43.7,0,0,2,0,Australia,1999
AD Mullally,5,5,50.0,6,176,10,4/37,17.60,3.52,30.0,1,0,0,0,England,1999
M Muralitharan,5,5,43.0,3,158,6,3/25,26.33,3.67,43.0,0,0,2,0,SriLanka,1999
Naimur Rahman,5,5,30.0,2,126,2,1/5,63.00,4.20,90.0,0,0,1,0,Bangladesh,1999
DJ Nash,9,9,81.0,11,320,3,1/16,106.66,3.95,162.0,0,0,3,0,NewZealand,1999
Neeyamur Rashid,1,1,5.0,1,20,0,-,-,4.00,-,0,0,0,0,Bangladesh,1999
TM Odoyo,5,5,47.0,5,238,7,3/56,34.00,5.06,40.2,0,0,0,0,Kenya,1999
MO Odumbe,5,5,30.0,3,154,3,2/39,51.33,5.13,60.0,0,0,0,0,Kenya,1999
HK Olonga,7,7,36.2,1,230,8,3/22,28.75,6.33,27.2,0,0,1,0,Zimbabwe,1999
KO Otieno,5,-,-,-,-,-,-,-,-,-,-,-,2,0,Kenya,1999
AC Parore,9,-,-,-,-,-,-,-,-,-,-,-,6,0,NewZealand,1999
BMW Patterson,3,-,-,-,-,-,-,-,-,-,-,-,0,0,Scotland,1999
IL Philip,3,-,-,-,-,-,-,-,-,-,-,-,4,0,Scotland,1999
SM Pollock,9,9,84.0,11,283,9,5/36,31.44,3.36,56.0,0,1,4,0,SouthAfrica,1999
RT Ponting,10,-,-,-,-,-,-,-,-,-,-,-,6,0,Australia,1999
RL Powell,1,1,1.0,0,16,0,-,-,16.00,-,0,0,0,0,WestIndies,1999
BKV Prasad,7,7,64.5,4,266,9,5/27,29.55,4.10,43.2,0,1,1,0,India,1999
S Ramesh,5,-,-,-,-,-,-,-,-,-,-,-,1,0,India,1999
A Ranatunga,5,-,-,-,-,-,-,-,-,-,-,-,1,0,SriLanka,1999
PR Reiffel,6,6,57.0,3,238,7,3/55,34.00,4.17,48.8,0,0,1,0,Australia,1999
JN Rhodes,9,-,-,-,-,-,-,-,-,-,-,-,2,0,SouthAfrica,1999
Saeed Anwar,10,-,-,-,-,-,-,-,-,-,-,-,3,0,Pakistan,1999
Saleem Malik,4,-,-,-,-,-,-,-,-,-,-,-,1,0,Pakistan,1999
G Salmond,5,-,-,-,-,-,-,-,-,-,-,-,1,0,Scotland,1999
Saqlain Mushtaq,10,10,83.4,4,379,17,5/35,22.29,4.52,29.5,0,1,3,0,Pakistan,1999
Shafiuddin Ahmed,1,1,8.0,0,26,1,1/26,26.00,3.25,48.0,0,0,0,0,Bangladesh,1999
RD Shah,5,-,-,-,-,-,-,-,-,-,-,-,2,0,Kenya,1999
Shahid Afridi,8,5,22.0,1,115,1,1/26,115.00,5.22,132.0,0,0,3,0,Pakistan,1999
Shahriar Hossain,3,-,-,-,-,-,-,-,-,-,-,-,1,0,Bangladesh,1999
M Sheikh,2,2,7.0,0,35,0,-,-,5.00,-,0,0,1,0,Kenya,1999
Shoaib Akhtar,10,10,80.5,6,391,16,3/11,24.43,4.83,30.3,0,0,1,0,Pakistan,1999
PV Simmons,5,5,39.0,5,136,5,2/33,27.20,3.48,46.8,0,0,2,0,WestIndies,1999
RR Singh,6,6,32.3,1,153,8,5/31,19.12,4.70,24.3,0,1,2,0,India,1999
MJ Smith,5,-,-,-,-,-,-,-,-,-,-,-,0,0,Scotland,1999
J Srinath,8,8,73.2,11,313,12,3/37,26.08,4.26,36.6,0,0,0,0,India,1999
IM Stanger,4,2,9.0,0,56,0,-,-,6.22,-,0,0,2,0,Scotland,1999
AJ Stewart,5,-,-,-,-,-,-,-,-,-,-,-,7,0,England,1999
PA Strang,6,6,44.3,2,196,3,2/22,65.33,4.40,89.0,0,0,1,0,Zimbabwe,1999
HH Streak,8,8,68.0,3,326,11,3/35,29.63,4.79,37.0,0,0,2,0,Zimbabwe,1999
AO Suji,2,2,9.0,1,38,0,-,-,4.22,-,0,0,1,0,Kenya,1999
MA Suji,5,5,41.0,3,195,2,1/26,97.50,4.75,123.0,0,0,1,0,Kenya,1999
SR Tendulkar,7,4,9.0,0,63,0,-,-,7.00,-,0,0,2,0,India,1999
GP Thorpe,5,-,-,-,-,-,-,-,-,-,-,-,6,0,England,1999
SO Tikolo,5,1,9.0,1,62,0,-,-,6.88,-,0,0,1,0,Kenya,1999
HP Tillakaratne,1,-,-,-,-,-,-,-,-,-,-,-,0,0,SriLanka,1999
RG Twose,9,-,-,-,-,-,-,-,-,-,-,-,4,0,NewZealand,1999
KEA Upashantha,3,3,28.0,1,161,1,1/43,161.00,5.75,168.0,0,0,0,0,SriLanka,1999
WPUJC Vaas,5,5,47.0,4,230,7,3/46,32.85,4.89,40.2,0,0,1,0,SriLanka,1999
AV Vadher,5,-,-,-,-,-,-,-,-,-,-,-,0,0,Kenya,1999
DP Viljoen,1,-,-,-,-,-,-,-,-,-,-,-,0,0,Zimbabwe,1999
Wajahatullah Wasti,5,-,-,-,-,-,-,-,-,-,-,-,0,0,Pakistan,1999
CA Walsh,5,5,47.0,8,108,11,4/25,9.81,2.29,25.6,1,0,0,0,WestIndies,1999
Waqar Younis,1,1,9.0,1,36,2,2/36,18.00,4.00,27.0,0,0,0,0,Pakistan,1999
SK Warne,10,10,94.2,13,361,20,4/29,18.05,3.82,28.3,2,0,1,0,Australia,1999
Wasim Akram,10,10,90.4,6,342,15,4/40,22.80,3.77,36.2,1,0,5,0,Pakistan,1999
ME Waugh,10,2,9.0,0,44,0,-,-,4.88,-,0,0,6,0,Australia,1999
